article_id,expr_type,value,offset
1233.txt,part-relative-year/month/week,since last year,840
1233.txt,part-relative-year/month/week,over the years,1021
1233.txt,part-relative-year/month/week,than last year,1117
1555.txt,month,March,2868
1555.txt,month,January,3857
1555.txt,year,2005,26
1555.txt,year,2005,90
1555.txt,year,2005,486
1555.txt,year,2005,653
1555.txt,year,2004,1179
1555.txt,year,2005,3447
1555.txt,part-relative-year/month/week,in previous years,851
1555.txt,part-relative-year/month/week,of last year,1099
228.txt,month,December,466
228.txt,month,December,518
228.txt,month,January,1320
228.txt,dayofweek,Thursday,708
228.txt,dayofweek,Thursday,890
228.txt,year,2004,1652
228.txt,relative-year/month/week,last year,400
228.txt,part-relative-year/month/week,than 25 years,355
228.txt,part-relative-year/month/week,reshuffled next month,631
572.txt,day-month,27 February,1315
572.txt,relative-year/month/week,This year,1253
572.txt,part-relative-year/month/week,at this year,124
214.txt,year,2002,566
214.txt,part-relative-year/month/week,public last month,477
1780.txt,month,January,4198
1780.txt,dayofweek,Wednesday,391
1780.txt,dayofweek,Tuesday,1690
1780.txt,year,2004,1623
1780.txt,year,2004,1768
1780.txt,year,2003,1835
1780.txt,year,2004,1844
1780.txt,year,2005,1997
1780.txt,year,2004,2039
1780.txt,year,2005,3888
1780.txt,relative-year/month/week,This year,2165
1780.txt,part-relative-year/month/week,the next year,245
1780.txt,part-relative-year/month/week,of this year,482
1780.txt,part-relative-year/month/week,story this year,1112
1780.txt,part-relative-year/month/week,a phenomenal year,1602
1780.txt,part-relative-year/month/week,the next year,2513
1780.txt,part-relative-year/month/week,the coming year,2949
200.txt,dayofweek,Tuesday,345
566.txt,month,January,304
566.txt,dayofweek,Wednesday,634
566.txt,year,2003,219
566.txt,year,1995,560
566.txt,year,1984,1522
566.txt,part-relative-year/month/week,last eight years,1231
1019.txt,dayofweek,Sunday,867
1019.txt,dayofweek,Tuesday,982
1019.txt,dayofweek,Tuesday,1923
599.txt,dayofweek,Sunday,1423
599.txt,year,1994,1675
599.txt,year,2001,2389
599.txt,decade,the 1980s,577
1025.txt,year,2001,1839
1025.txt,part-relative-year/month/week,450 a year,1206
1743.txt,day-month,22 January,2567
1743.txt,part-relative-year/month/week,Every few years,4504
1757.txt,month,May,445
1757.txt,month,May,1511
1757.txt,part-relative-year/month/week,readers each year,1977
1757.txt,part-relative-year/month/week,world each year,2259
1031.txt,month,September,268
1031.txt,dayofweek,Tuesday,1079
1031.txt,dayofweek,Wednesday,3865
1031.txt,month-year,October 2004,1898
1031.txt,part-relative-year/month/week,earlier this month,615
1031.txt,part-relative-year/month/week,in last year,1826
1741.txt,part-relative-year/month/week,Earlier this year,2059
1027.txt,month,May,1849
1033.txt,month,May,2922
1033.txt,dayofweek,Saturday,903
1033.txt,dayofweek,Saturday,2085
1033.txt,part-relative-year/month/week,for 700 years,2698
1033.txt,part-relative-year/month/week,or three years,2737
1033.txt,part-relative-year/month/week,or three months,2765
1755.txt,month,May,605
1755.txt,month,November,652
1769.txt,year,1995,1132
1769.txt,year,2006,2222
1769.txt,part-relative-year/month/week,laptops three years,1706
1769.txt,part-relative-year/month/week,phones a year,1994
1769.txt,part-relative-year/month/week,or five years,2131
1769.txt,part-relative-year/month/week,talking about months,2152
1769.txt,part-relative-year/month/week,child per year,2361
1769.txt,part-relative-year/month/week,or six years,2406
216.txt,dayofweek,Thursday,425
216.txt,year,2004,129
216.txt,year,2006,401
216.txt,year,2005,786
216.txt,year,2006,853
216.txt,relative-year/month/week,transitional year,800
570.txt,dayofweek,Saturday,1046
570.txt,day-month,22 February,1925
570.txt,part-relative-year/month/week,hopes this month,163
570.txt,part-relative-year/month/week,of the year,1201
564.txt,year,2004,283
564.txt,year,2004,741
564.txt,year,2004,787
564.txt,year,2005,1334
564.txt,year,2003,1782
564.txt,year,2004,1874
564.txt,year,2003,2080
564.txt,day-month-year,11 September 2001,569
564.txt,part-relative-year/month/week,highly successful year,1391
202.txt,month,December,1297
558.txt,year,2004,996
558.txt,part-relative-year/month/week,the past year,116
558.txt,part-relative-year/month/week,But this year,627
558.txt,part-relative-year/month/week,on a month,3081
558.txt,part-relative-year/month/week,at this year,3606
969.txt,year,1981,295
969.txt,year,1987,303
969.txt,year,1983,482
969.txt,year,1994,1919
969.txt,month-year,December 1996,1149
969.txt,part-relative-year/month/week,backbenches two months,2085
1225.txt,year,1996,849
1225.txt,month-year,May 2008,105
1225.txt,part-relative-year/month/week,in two years,254
1543.txt,year,2002,299
1543.txt,year,2004,308
1543.txt,year,2005,918
1543.txt,year,2007,975
1543.txt,relative-year/month/week,each year,281
1543.txt,part-relative-year/month/week,last three years,511
1543.txt,part-relative-year/month/week,last 10 years,1321
1543.txt,part-relative-year/month/week,showed last year,2524
1543.txt,part-relative-year/month/week,of the year,3428
1543.txt,part-relative-year/month/week,July last year,3520
1557.txt,year,2005,698
1557.txt,relative-year/month/week,Every month,704
1557.txt,part-relative-year/month/week,in coming months,1808
1231.txt,dayofweek,Thursday,306
1231.txt,part-relative-year/month/week,in the months,221
1231.txt,part-relative-year/month/week,and possibly years,236
1231.txt,part-relative-year/month/week,number of years,1900
1231.txt,part-relative-year/month/week,In the year,2292
955.txt,year,1976,344
955.txt,year,1987,620
955.txt,year,1945,796
955.txt,year,1983,1719
955.txt,year,1912,1899
955.txt,year,1942,2044
955.txt,year,1945,2127
955.txt,year,1964,2335
955.txt,year,1967,2444
955.txt,year,1968,2644
955.txt,year,1975,3129
955.txt,year,1978,3340
955.txt,year,1979,3761
955.txt,part-of-decade,the early 1970s,2951
955.txt,part-relative-year/month/week,than 40 years,2188
955.txt,part-relative-year/month/week,for three years,2396
1219.txt,dayofweek,Sunday,79
1219.txt,dayofweek,Sunday,262
1219.txt,year,2004,656
941.txt,dayofweek,Monday,843
941.txt,relative-year/month/week,the weekend,1862
941.txt,part-relative-year/month/week,the new year,884
941.txt,part-relative-year/month/week,premiership last year,2378
941.txt,part-relative-year/month/week,only four months,4335
799.txt,month,October,1043
799.txt,month-year,November 2006,1084
772.txt,dayofweek,Thursday,282
772.txt,dayofweek,Friday,356
772.txt,dayofweek,Wednesday,443
772.txt,dayofweek,Wednesday,1824
772.txt,dayofweek,Saturday,2093
772.txt,year,0001,344
772.txt,part-relative-year/month/week,culmination of years,762
1580.txt,month,August,341
1580.txt,month,August,1346
1580.txt,day-month,29 April,1667
1580.txt,part-relative-year/month/week,to five years,412
1594.txt,dayofweek,Sunday,165
1594.txt,month-year,March 2005,572
1594.txt,month-year,March 2005,993
1594.txt,part-relative-year/month/week,America next year,374
1594.txt,part-relative-year/month/week,ship by year,489
1594.txt,part-relative-year/month/week,earlier this year,706
766.txt,month,January,332
766.txt,dayofweek,Monday,643
766.txt,part-relative-year/month/week,than three months,164
766.txt,part-relative-year/month/week,from next year,2043
996.txt,month,November,593
996.txt,month,March,2130
996.txt,year,1974,1652
996.txt,month-year,April 2001,1588
996.txt,part-relative-year/month/week,over 40 years,1917
982.txt,year,2005,370
1351.txt,year,2004,213
1351.txt,part-relative-year/month/week,next four years,147
1351.txt,part-relative-year/month/week,In the year,394
1423.txt,month,March,3880
1423.txt,dayofweek,Sunday,3268
1423.txt,year,2006,28
1423.txt,year,2006,3471
1423.txt,day-month,10 January,2394
1423.txt,part-relative-year/month/week,a half months,2224
1423.txt,part-relative-year/month/week,past five years,2976
1423.txt,part-relative-year/month/week,earlier this month,3027
1423.txt,part-relative-year/month/week,a half months,3553
1423.txt,part-relative-year/month/week,or five months,4141
49.txt,year,2005,306
49.txt,year,2003,1059
49.txt,month-year,August 2004,464
49.txt,month-year,December 2004,1084
49.txt,part-relative-year/month/week,Ambev last year,145
49.txt,part-relative-year/month/week,with four months,537
1345.txt,month,October,646
1345.txt,dayofweek,Wednesday,62
1345.txt,dayofweek,Thursday,133
1345.txt,dayofweek,Wednesday,424
1345.txt,dayofweek,Wednesday,2901
1345.txt,part-relative-year/month/week,for many years,1515
1345.txt,part-relative-year/month/week,clash this month,2759
809.txt,month,May,293
809.txt,year,2001,492
61.txt,year,1999,258
61.txt,year,1998,1500
61.txt,year,1953,1743
61.txt,day-month,15 December,1730
61.txt,day-month,21 March,2262
61.txt,part-relative-year/month/week,Earlier this month,175
61.txt,part-relative-year/month/week,in recent years,2010
61.txt,part-relative-year/month/week,BBC last year,2145
821.txt,dayofweek,Sunday,603
821.txt,dayofweek,Sunday,1078
821.txt,dayofweek,Friday,1123
821.txt,part-relative-year/month/week,summit next month,903
75.txt,year,2003,1156
75.txt,year,1997,1427
75.txt,part-relative-year/month/week,to 18 months,447
1379.txt,month,January,1658
1379.txt,day-month,12 August,789
1379.txt,part-relative-year/month/week,for four years,498
835.txt,month,May,1001
606.txt,part-relative-year/month/week,past two years,249
606.txt,part-relative-year/month/week,visa last year,463
606.txt,part-relative-year/month/week,notices last year,1069
606.txt,part-relative-year/month/week,again this year,1155
1392.txt,dayofweek,Wednesday,1197
160.txt,dayofweek,Friday,688
160.txt,dayofweek,Friday,1259
160.txt,part-relative-year/month/week,last 18 months,943
174.txt,dayofweek,Wednesday,103
174.txt,dayofweek,Tuesday,243
174.txt,dayofweek,Tuesday,714
174.txt,dayofweek,Wednesday,1033
174.txt,year,0950,466
174.txt,year,3218,583
174.txt,year,9094,613
174.txt,year,2004,1635
174.txt,part-relative-year/month/week,in four months,225
174.txt,part-relative-year/month/week,of the year,1541
174.txt,part-relative-year/month/week,final three months,1613
1386.txt,dayofweek,Saturday,1169
1386.txt,dayofweek,Friday,1226
1386.txt,dayofweek,Sunday,1416
1386.txt,year,2002,679
1386.txt,year,2003,897
1386.txt,part-relative-year/month/week,in this year,208
1386.txt,part-relative-year/month/week,about next month,247
1386.txt,part-relative-year/month/week,for next weekend,1551
612.txt,year,1966,935
612.txt,year,1969,1014
612.txt,day-month,21 April,637
612.txt,part-relative-year/month/week,earlier this month,208
148.txt,month,January,350
148.txt,dayofweek,Thursday,239
148.txt,dayofweek,Thursday,583
148.txt,year,6661,228
148.txt,year,2005,462
148.txt,year,2005,1678
148.txt,year,2006,1687
148.txt,year,2001,1729
148.txt,year,2003,1738
148.txt,year,2000,1797
148.txt,year,2004,1882
148.txt,month-year,August 2002,746
148.txt,relative-year/month/week,this month,410
148.txt,part-relative-year/month/week,a five year,666
148.txt,part-relative-year/month/week,next few years,1239
1635.txt,month,August,400
1635.txt,year,2005,723
1635.txt,year,1994,815
1635.txt,year,2004,1203
1635.txt,year,2003,1528
1635.txt,year,2003,1779
1635.txt,part-relative-year/month/week,of the year,203
1635.txt,part-relative-year/month/week,later this month,643
1635.txt,part-relative-year/month/week,over four years,971
1635.txt,part-relative-year/month/week,of the year,1076
1635.txt,part-relative-year/month/week,of the year,1471
1635.txt,part-relative-year/month/week,last six years,1692
1153.txt,year,2003,184
1153.txt,part-relative-year/month/week,in 21 years,751
1147.txt,dayofweek,Tuesday,888
1621.txt,year,1984,402
1621.txt,year,1978,534
1621.txt,year,1979,631
1621.txt,year,1984,849
1621.txt,year,1981,1704
1621.txt,year,1982,1804
1621.txt,day-month,26 February,2341
1621.txt,month-year,December 2004,2292
1609.txt,year,2003,949
1609.txt,year,2004,958
389.txt,dayofweek,Tuesday,83
389.txt,year,2000,314
389.txt,year,1330,628
389.txt,year,2000,918
389.txt,part-relative-year/month/week,made last year,1170
362.txt,month,March,228
362.txt,month,March,592
362.txt,month,January,729
362.txt,month,February,816
362.txt,month,March,829
362.txt,dayofweek,Monday,451
362.txt,year,1200,439
362.txt,part-relative-year/month/week,for the year,212
362.txt,part-relative-year/month/week,from the year,249
362.txt,part-relative-year/month/week,the financial year,570
362.txt,part-relative-year/month/week,the full year,872
362.txt,part-relative-year/month/week,the prior year,970
1190.txt,year,2003,681
1190.txt,part-relative-year/month/week,trial next year,201
1190.txt,part-relative-year/month/week,May this year,763
404.txt,day-month,26 December,740
404.txt,part-relative-year/month/week,5bn this year,1241
410.txt,day-month,25 January,475
410.txt,day-month,31 December,620
410.txt,day-month,27 February,1590
410.txt,day-month-year,12 February 2005,1322
1184.txt,year,2001,545
1184.txt,part-relative-year/month/week,in 18 months,234
1184.txt,part-relative-year/month/week,had a year,717
1184.txt,part-relative-year/month/week,for five years,1092
376.txt,part-relative-year/month/week,after six months,461
376.txt,part-relative-year/month/week,Easymobile next month,956
376.txt,part-relative-year/month/week,last 10 years,1153
438.txt,month,January,685
438.txt,month,May,1427
438.txt,month,June,1442
438.txt,part-relative-year/month/week,strategy last year,1085
439.txt,year,1970,204
439.txt,year,1970,1119
439.txt,year,1979,1613
439.txt,year,1982,1897
439.txt,year,1985,1961
439.txt,year,1997,2055
439.txt,part-of-decade,the late 1960s,999
439.txt,part-relative-year/month/week,in recent years,2099
1185.txt,dayofweek,Saturday,799
1185.txt,part-relative-year/month/week,of this weekend,68
1185.txt,part-relative-year/month/week,wrecked last weekend,773
411.txt,month,August,464
411.txt,month,February,492
411.txt,year,3000,732
411.txt,year,2003,799
411.txt,year,3000,828
411.txt,relative-year/month/week,Last year,3296
